Revised	Mayfair	Artifex Expansion	A	142	Occupation	3+	Cordmaker					Crop Provider	Each time any player (including you) takes at least 2 reed from the "Reed Bank" accumulation space, you can choose to take 1 grain or buy 1 vegetable for 2 food.
Revised	Mayfair	Artifex Expansion	A	144	Occupation	3+	Sequestrator					Building Resource Provider	Place 3 reed and 4 clay on this card. The next player to have 3 pastures/5 field tiles get the 3 reed/4 clay (not retroactively).
Revised	Mayfair	Artifex Expansion	A	145	Occupation	3+	Ropemaker					Building Resource Provider	At the end of each harvest, you get 1 reed from the general supply.
Revised	Mayfair	Artifex Expansion	A	146	Occupation	3+	Storehouse Steward					Building Resource Provider	Each time you take exactly 2/3/4/5 food from a food accumulation space, you also get 1 stone/reed/clay/wood. (If you take 6 or more food, you do not get a bonus good).
Revised	Mayfair	Artifex Expansion	A	148	Occupation	4+	Woolgrower					Farm Planner	This card can hold a number of sheep equal to the number of completed feeding phases.
Revised	Mayfair	Artifex Expansion	A	149	Occupation	4+	House Artist					Farm Planner	Each time you use the "Traveling Players" accumulation space, you also get a "Build Rooms" action. Each room you build during the action costs you 1 reed less.
Revised	Mayfair	Artifex Expansion	A	150	Occupation	4+	Stagehand					Actions Booster	Each time another player uses the "Traveling Players" accumulation space, you can take your choice of a "Build Fences", "Build Stables", or "Build Rooms" action.
Revised	Mayfair	Artifex Expansion	A	151	Occupation	4+	Minstrel					Actions Booster	At the start of each returning home phase, if only one action space card on round space 1 to 4 is unoccupied, you can use that action space.
Revised	Mayfair	Artifex Expansion	A	152	Occupation	4+	Night-School Student					Actions Booster	Each returning home phase in which no player returns a person from a "Lessons" action space, you can play an occupation for an occupation cost of 1 food.
Revised	Mayfair	Artifex Expansion	A	153	Occupation	4+	Pig Owner					Points Provider	The first time after you play this card that you have 5 wild boars on your farm, you immediately get 3 bonus points.
Revised	Mayfair	Artifex Expansion	A	154	Occupation	4+	Paymaster					Points Provider	Each time another player uses a food accumulation space, you can give them 1 grain from your supply to get 1 bonus point.
Revised	Mayfair	Artifex Expansion	A	156	Occupation	4+	Buyer					Goods Provider	Each time another player uses a reed, stone, sheep, or wild boar accumulation space, you can pay them 1 food to get 1 good of the respective type from the general supply.
Revised	Mayfair	Artifex Expansion	A	157	Occupation	4+	Bohemian					Food Provider	At the start of each returning home phase, if at least one "Lessons" action space is unoccupied, you get 1 food.
Revised	Mayfair	Artifex Expansion	A	158	Occupation	4+	Culinary Artist					Food Provider	Each time another player uses the "Traveling Players" accumulation space, you can exchange your choice of 1 grain/sheep/vegetable for 4/5/7 food.
Revised	Mayfair	Artifex Expansion	A	159	Occupation	4+	Joiner of the Sea					Food Provider	Each time another player uses the "Fishing"/"Reed Bank" accumulation space, you can give them 1 wood to get 2 food/3 food from the general supply.
Revised	Mayfair	Artifex Expansion	A	161	Occupation	4+	Patch Caretaker					Crop Provider	Each time you use an accumulation space while already having used another accumulation space for the same type of good that work phase, you also get 1 vegetable.
Revised	Mayfair	Artifex Expansion	A	162	Occupation	4+	Forest Tallyman					Building Resource Provider	Each time both the "Forest" and "Clay Pit" accumulation spaces are occupied, you can use the gap between them as an action space to get 2 clay and 3 wood.
Revised	Mayfair	Artifex Expansion	A	163	Occupation	4+	Building Expert					Building Resource Provider	Each time you use the "Resource Market" action space with the 1st/2nd/3rd/4th/5th person you place, you also get 1 wood/clay/reed/stone/stone.
Revised	Mayfair	Artifex Expansion	A	164	Occupation	4+	Wood Worker					Livestock Provider	Each time you take wood from an accumulation space, you can exchange 1 wood for 1 sheep. Place the wood on the accumulation space.
Revised	Mayfair	Artifex Expansion	A	166	Occupation	4+	Haydryer					Livestock Provider	Immediately before each harvest, you can buy 1 cattle for 4 food minus 1 food for each pasture you have. (The minimum cost is 0).
Revised	Mayfair	Artifex Expansion	A	167	Occupation	4+	Breeder Buyer					Livestock Provider	Each time you build at least 1 wood/clay/stone room and at least 1 stable on the same turn, you also get 1 sheep/wild boar/cattle.
Revised	Mayfair	Artifex Expansion	A	168	Occupation	4+	Animal Teacher					Livestock Provider	Immediately after each time you use a "Lessons" action space, you can also buy 1 sheep/wild boar/cattle for 0/1/2 food.
Revised	Mayfair/Lookout	Base (Revised)	A	86	Occupation	1+	Animal Tamer					Farm Planner	When you play this card, you immediately get your choice of 1 wood or 1 grain. Instead of just 1 animal total, you can keep any 1 animal in each room of your house.
Revised	Mayfair/Lookout	Base (Revised)	A	87	Occupation	1+	Conservator					Farm Planner	You can renovate your wooden house directly to stone without renovating it to clay first.
Revised	Mayfair/Lookout	Base (Revised)	A	88	Occupation	1+	Hedge Keeper					Farm Planner	Each time you take a "Build Fences" action, you do not have to pay wood for 3 of the fences you build.
Revised	Mayfair/Lookout	Base (Revised)	A	90	Occupation	1+	Plow Driver					Farm Planner	Once you live in a stone house, at the start of each round, you can pay 1 food to plow 1 field.
Revised	Mayfair/Lookout	Base (Revised)	A	92	Occupation	1+	Adoptive Parents					Actions Booster	For 1 food, you can take an action with offspring in the same round you get it. If you do, the offspring does not count as "newborn".
Revised	Mayfair/Lookout	Base (Revised)	A	98	Occupation	1+	Stable Architect					Points Provider	During scoring, you get 1 bonus point for each unfenced stable in your farmyard.
Revised	Mayfair/Lookout	Base (Revised)	A	102	Occupation	1+	Grocer					Goods Provider	Pile the following goods on this card (wood, grain, reed, stone, vegetable, clay, reed, vegetable). At any time, you can buy the top good for 1 food.
Revised	Mayfair/Lookout	Base (Revised)	A	108	Occupation	1+	Mushroom Collector					Food Provider	Immediately after each time you use a wood accumulation space, you can exchange 1 wood for 2 food. If you do, place the wood on the accumulation space.
Revised	Mayfair/Lookout	Base (Revised)	A	110	Occupation	1+	Roughcaster					Food Provider	Each time you build at least 1 clay room or renovate your house from clay to stone, you also get 3 food.
Revised	Mayfair/Lookout	Base (Revised)	A	111	Occupation	1+	Wall Builder					Food Provider	Each time you build at least 1 room, you can place 1 food on each of the next 4 round spaces. At the start of these rounds, you get the food.
Revised	Mayfair/Lookout	Base (Revised)	A	112	Occupation	1+	Scythe Worker					Crop Provider	When you play this card, you immediately get 1 grain. In the field phase of each harvest, you can harvest 1 additional grain from each of your grain fields.
Revised	Mayfair/Lookout	Base (Revised)	A	114	Occupation	1+	Seasonal Worker					Crop Provider	Each time you use the "Day Laborer" action space, you get 1 additional grain. From round 6 on, you can choose to get 1 vegetable instead.
Revised	Mayfair/Lookout	Base (Revised)	A	116	Occupation	1+	Wood Cutter					Building Resource Provider	Each time you use a wood accumulation space, you get 1 additional wood.
Revised	Mayfair/Lookout	Base (Revised)	A	119	Occupation	1+	Firewood Collector					Building Resource Provider	Each time you use the "Farmland", "Grain Seeds", Grain Utilization", or "Cultivation" action space, at the end of that turn, you get 1 wood.
Revised	Mayfair/Lookout	Base (Revised)	A	120	Occupation	1+	Clay Hut Builder					Building Resource Provider	Once you no longer live in a wooden house, place 2 clay on each of the next 5 round spaces. At the start of these rounds, you get the clay.
Revised	Mayfair/Lookout	Base (Revised)	A	123	Occupation	1+	Frame Builder					Building Resource Provider	Each time you build a room/renovate, but only once per room/action, you can replace exactly 2 clay or 2 stone with 1 wood.
Revised	Mayfair/Lookout	Base (Revised)	A	125	Occupation	1+	Priest					Building Resource Provider	When you play this card, if you live in a clay house with exactly 2 rooms, you immediately get 3 clay, 2 reed, and 2 stone.
Revised	Mayfair/Lookout	Base (Revised)	A	133	Occupation	3+	Braggart					Points Provider	During the scoring, you get 2/3/4/5/7/9 bonus points for having at least 5/6/7/8/9/10 improvements in front of you.
Revised	Mayfair/Lookout	Base (Revised)	A	138	Occupation	3+	Harpooner					Goods Provider	Each time you use the "Fishing" accumulation space you can also pay 1 wood to get 1 food for each person you have, and 1 reed
Revised	Mayfair/Lookout	Base (Revised)	A	143	Occupation	3+	Stonecutter					Building Resource Provider	Every improvement, room, and renovation costs you 1 stone less.
Revised	Mayfair/Lookout	Base (Revised)	A	147	Occupation	3+	Animal Dealer					Livestock Provider	Each time you use the "Sheep Market", "Pig Market", "or "Cattle Market" accumulation space, you can buy 1 additional animal of the respective type for 1 food.
Revised	Mayfair/Lookout	Base (Revised)	A	155	Occupation	4+	Conjurer					Goods Provider	Each time you use the "traveling Players" accumulation space, you get an additional 1 wood and 1 grain.
Revised	Mayfair/Lookout	Base (Revised)	A	160	Occupation	4+	Lutenist					Crop Provider	Each time another player uses the "Traveling Players" accumulation space, you get 1 food and 1 wood. Immediately after, you can buy exactly 1 vegetable for 2 food.
Revised	Mayfair/Lookout	Base (Revised)	A	165	Occupation	4+	Pig Breeder					Livestock Provider	When you play this card, you immediately get 1 wild boar. Your wild boar breed at the end of round 12 (if there is room for the new wild boar).
Revised	Mayfair/Lookout	Base (Revised)	B	87	Occupation	1+	Cottager					Farm Planner	Each time you use the "Day Laborer" action space, you can also either build exactly 1 room or renovate your house. Either way, you have to pay the cost.
Revised	Mayfair/Lookout	Base (Revised)	B	89	Occupation	1+	Groom					Farm Planner	When you play this card, you immediately get 1 wood. Once you live in a stone house, at the start of each round, you can build exactly 1 stable for 1 wood.
Revised	Mayfair/Lookout	Base (Revised)	B	91	Occupation	1+	Assistant Tiller					Farm Planner	Each time you use the "Day Laborer" action space, you can also plow 1 field.
Revised	Mayfair/Lookout	Base (Revised)	B	95	Occupation	1+	Master Bricklayer					Actions Booster	Each time you build a major improvement, reduce the stone cost by the number of rooms you have built onto you initial house.
Revised	Mayfair/Lookout	Base (Revised)	B	97	Occupation	1+	Scholar					Actions Booster	Once you live in a stone house, at the start of each round, you can play an occupation for an occupation cost of 1 food, or a minor improvement (by paying its cost).
Revised	Mayfair/Lookout	Base (Revised)	B	98	Occupation	1+	Organic Farmer					Points Provider	During the scoring, you get 1 bonus point for each pasture containing at least 1 animal while having unused capacity for at least three more animals.
Revised	Mayfair/Lookout	Base (Revised)	B	99	Occupation	1+	Tutor					Points Provider	During scoring, you get 1 bonus point for each occupation played after this one.
Revised	Mayfair/Lookout	Base (Revised)	B	102	Occupation	1+	Consultant					Goods Provider	When you play this card in a 1-/2-/3-/4- player game, you immediately get 2 grain/3 clay/2 reed/2 sheep.
Revised	Mayfair/Lookout	Base (Revised)	B	104	Occupation	1+	Sheep Walker					Goods Provider	At any time, you can exchange 1 sheep for either 1 wild boar, 1 vegetable, or 1 stone.
Revised	Mayfair/Lookout	Base (Revised)	B	107	Occupation	1+	Manservant					Food Provider	Once you live in a stone house, place 3 food on each remaining round space. At the start of these rounds, you get the food.
Revised	Mayfair/Lookout	Base (Revised)	B	108	Occupation	1+	Oven Firing Boy					Food Provider	Each time you use a wood accumulation space, you get an additional "Bake Bread" action.
Revised	Mayfair/Lookout	Base (Revised)	B	109	Occupation	1+	Paper Maker					Food Provider	Immediately before playing each occupation after this one, you can pay 1 wood total to get 1 food for each occupation you have in front of you.
Revised	Mayfair/Lookout	Base (Revised)	B	114	Occupation	1+	Childless					Crop Provider	At the start of each round, if you have at least 3 rooms but only 2 people, you get 1 food and 1 crop of your choice (grain or vegetable)
Revised	Mayfair/Lookout	Base (Revised)	B	118	Occupation	1+	Small-scale Farmer					Building Resource Provider	As long as you live in a house with exactly 2 rooms, at the start of each round, you get 1 wood.
Revised	Mayfair/Lookout	Base (Revised)	B	121	Occupation	1+	Geologist					Building Resource Provider	Each time you use the "Forest" or "Reed Bank" accumulation space, you also get 1 clay. In games with 3 or more players, this also applies to the "Clay Pit".
Revised	Mayfair/Lookout	Base (Revised)	B	123	Occupation	1+	Roof Ballaster					Building Resource Provider	When you play this card, you can immediately pay 1 food to get 1 stone for each room you have.
Revised	Mayfair/Lookout	Base (Revised)	B	126	Occupation	1+	Carpenter					Building Resource Provider	Every new room only costs you 3 of the appropriate building resource and 2 reed (e.g. if you live in a wooden house, 3 wood and 2 reed).
Revised	Mayfair/Lookout	Base (Revised)	B	136	Occupation	3+	House Steward					Points Provider	If there are still 1/3/6/9 complete rounds left to play, you immediately get 1/2/3/4 wood. During scoring, each player with the most rooms gets 3 bonus points.
Revised	Mayfair/Lookout	Base (Revised)	B	142	Occupation	3+	Greengrocer					Crop Provider	Each time you use the "Grain Seeds" action space, you also get 1 vegetable.
Revised	Mayfair/Lookout	Base (Revised)	B	145	Occupation	3+	Brushwood Collector					Building Resource Provider	Each time you renovate or build a room, you can replace the required 1 or 2 reed with a total of 1 wood.
Revised	Mayfair/Lookout	Base (Revised)	B	156	Occupation	4+	Storehouse Keeper					Goods Provider	Each time you use the "resource Market" action space, you also get your choice of 1 clay or 1 grain.
Revised	Mayfair/Lookout	Base (Revised)	B	163	Occupation	4+	Pastor					Building Resource Provider	Once you are the only player to live in a house with only 2 rooms, you immediately get 3 wood, 2 clay, 1 reed, and 1 stone (only once).
Revised	Mayfair/Lookout	Base (Revised)	B	164	Occupation	4+	Sheep Whisperer					Livestock Provider	Add 2, 5, 8, and 10 to the current round and place 1 sheep on each corresponding round space. At the start of these rounds, you get the sheep.
Revised	Mayfair/Lookout	Base (Revised)	B	166	Occupation	4+	Cattle Feeder					Livestock Provider	Each time you use the "Grain Seeds" action space, you can also buy 1 cattle for 1 food.
Revised	Mayfair	WizKids Blue Expansion	C	90	Occupation	1+	Field Watchman					Farm Planner	Each time you use the "Grain Seeds" action space, you can also plow 1 field.
Revised	Mayfair	WizKids Blue Expansion	C	96	Occupation	1+	Merchant					Actions Booster	Immediately after each time you take a "Major or Minor Improvement" or "Minor Improvement" action, you can pay 1 food to take the action a second time.
Revised	Mayfair	WizKids Blue Expansion	C	98	Occupation	1+	Cube Cutter					Points Provider	When you play this card, you immediately get 1 wood. In the field phase of each harvest, you can use this card to exchange exactly 1 wood and 1 food for 1 bonus point.
Revised	Mayfair	WizKids Blue Expansion	C	108	Occupation	1+	Layabout					Food Provider	When you play this card, you must skip the next harvest. (You also do not have to feed your family that harvest.)
Revised	Mayfair	WizKids Blue Expansion	D	115	Occupation	1+	Fodder Planter					Crop Provider	In the breeding phase of each harvest, for each newborn animal you get, you can sow crops in exactly 1 field.
Revised	Mayfair	WizKids Blue Expansion	D	118	Occupation	1+	Bonehead					Building Resource Provider	When you play this card, immediately place 6 wood on it. Immediately after each time you play a card from your hand, including this one, you get 1 wood from this card.
Revised	Mayfair	WizKids Blue Expansion	D	122	Occupation	1+	Clay Seller					Building Resource Provider	When you play this card, you immediately get 2 clay. At any time, but only once per round, you can buy 2 clay for 2 food.
Revised	Mayfair	WizKids Blue Expansion	D	138	Occupation	3+	Pet Lover					Goods Provider	Each time you use an accumulation space providing exactly 1 animal, you can leave it on the space and get one from the general supply instead, as well as 3 food and 1 grain.
Revised	Mayfair	WizKids Blue Expansion	D	144	Occupation	3+	Water Worker					Building Resource Provider	Each time after you use the "Fishing" accumulation space or one of the three orthogonally adjacent actions spaces, you get 1 additional reed.
Revised	Mayfair	WizKids Blue Expansion	D	158	Occupation	4+	Bean Counter					Food Provider	Each time you use an action space on round spaces 1 to 8, place 1 food on this card. Each time this cards has 3 food on it, move the food to your supply.
Revised	Mayfair	WizKids Blue Expansion	D	168	Occupation	4+	Stockman					Livestock Provider	When you build your 2nd/3rd/4th stable, you immediately get 1 cattle/wild boar/sheep, even if built on the same turn (but not retroactively).
Revised	Mayfair	WizKids Green Expansion	C	87	Occupation	1+	Mason					Farm Planner	Place a stone room on this card. Once you have a stone house with at least 4 rooms, at any time, you can add that room without paying any building resources.
Revised	Mayfair	WizKids Green Expansion	C	107	Occupation	1+	Baker					Food Provider	When you play this card and at the start of each feeding phase, you can take a "Bake Bread" action.
Revised	Mayfair	WizKids Green Expansion	C	116	Occupation	1+	Furniture Maker					Building Resource Provider	When you play this card, you immediately get 1 wood. Each time you play an occupation after this one, you get 1 wood for each food paid as occupation cost.
Revised	Mayfair	WizKids Green Expansion	C	122	Occupation	1+	Bricklayer					Building Resource Provider	Each improvement and each renovation cost you 1 clay less. Each room costs you 2 clay less.
Revised	Mayfair	WizKids Green Expansion	C	142	Occupation	3+	Market Crier					Crop Provider	Each time you use the "Grain Seeds" action space, you can get an additional 1 grain and 1 vegetable. If you do, each other player gets 1 grain from the general supply.
Revised	Mayfair	WizKids Green Expansion	C	144	Occupation	3+	Reed Roof Renovator					Building Resource Provider	Each time another player renovates, you immediately get 1 reed from the general supply. When you play this card in a 3-player game, you immediately get 1 reed.
Revised	Mayfair	WizKids Green Expansion	C	153	Occupation	4+	Pattern Maker					Points Provider	Each time another player renovates, you can exchange exactly 2 wood for 1 grain, 1 food, and 1 bonus point.
Revised	Mayfair	WizKids Green Expansion	D	97	Occupation	1+	Begging Student					Actions Booster	When you play this card, you must immediately take 1 begging marker. At the start of each harvest, you can play 1 occupation without paying an occupation cost.
Revised	Mayfair	WizKids Green Expansion	D	98	Occupation	1+	Transactor					Points Provider	Immediately before the final harvest at the end of round 14, you can take all the building resources that are left on the entire game board.
Revised	Mayfair	WizKids Green Expansion	D	111	Occupation	1+	Interior Decorator					Food Provider	Each time you renovate, place 1 food on each of the next 6 round spaces. At the start of these rounds, you get the food.
Revised	Mayfair	WizKids Green Expansion	D	148	Occupation	4+	Domestician Expert					Farm Planner	You can keep 2 sheep on the border between each pair of orthogonally adjacent rooms.
Revised	Mayfair	WizKids Purple Expansion	C	86	Occupation	1+	Livestock Feeder					Farm Planner	When you play this card, you immediately get 1 grain. Each grain in your supply can hold 1 animal of any type. (these animals count as accommodated on your farm.)
Revised	Mayfair	WizKids Purple Expansion	C	109	Occupation	1+	Schnapps Distiller					Food Provider	In the feeding phase of each harvest, you can use this card to turn exactly 1 vegetable into 5 food.
Revised	Mayfair	WizKids Purple Expansion	C	112	Occupation	1+	Thresher					Crop Provider	Immediately before each time you use the "Grain Utilization", "Farmland", or "Cultivation" action space, you can buy 1 grain for 1 food.
Revised	Mayfair	WizKids Purple Expansion	C	135	Occupation	3+	Constable					Points Provider	If there are still 1/3/6/9 complete rounds left to play, you immediately get 1/2/3/4 wood. During scoring, each player with no negative points gets 3 bonus points.
Revised	Mayfair	WizKids Purple Expansion	C	147	Occupation	3+	Cowherd					Livestock Provider	Each time you use the "Cattle Market" accumulation space (introduced in round 10 or 11), you get 1 additional cattle.
Revised	Mayfair	WizKids Purple Expansion	C	149	Occupation	4+	Resource Recycler					Farm Planner	Each time another player renovates to stone, if you live in a clay house, you can pay 2 food to build a clay room at no additional cost.
Revised	Mayfair	WizKids Purple Expansion	D	87	Occupation	1+	Master Builder					Farm Planner	Once your house has at least 5 rooms, at any time, but only once this game, you can add another room at no cost.
Revised	Mayfair	WizKids Purple Expansion	D	104	Occupation	1+	Cultivator					Goods Provider	For each new field tile you get, you also get 1 wood and 1 food.
Revised	Mayfair	WizKids Purple Expansion	D	119	Occupation	1+	Wood Barterer					Building Resource Provider	Each time before you use an action space with a "Build Fences" or "Build Rooms" action, you can choose to either get 2 wood or exchange up to 2 wood for 1 reed each.
Revised	Mayfair	WizKids Purple Expansion	D	120	Occupation	1+	Clay Deliveryman					Building Resource Provider	Place 1 clay on each remaining space for rounds 6 to 14. At the start of these rounds, you get the clay.
Revised	Mayfair	WizKids Purple Expansion	D	152	Occupation	4+	Patron					Actions Booster	Immediately before each time you play an occupation after this one (even before paying the occupation cost), you get 2 food.
Revised	Mayfair	WizKids Red Expansion	C	104	Occupation	1+	Collector					Goods Provider	This card is an action space for you only. When you use it for the 1st/2nd/3rd/4th time, you get 1 begging marker and 6/7/8/9 different good of your choice.
Revised	Mayfair	WizKids Red Expansion	C	106	Occupation	1+	Potato Harvester					Food Provider	When you play this card, you immediately get 3 food. For each vegetable you get from your fields during the field phase of the harvest, you get 1 additional food.
Revised	Mayfair	WizKids Red Expansion	C	110	Occupation	1+	Home Brewer					Food Provider	After the field phase of each harvest, you can use this card to turn exactly 1 grain into your choice of 3 food or 1 bonus point.
Revised	Mayfair	WizKids Red Expansion	C	121	Occupation	1+	Clay Kneader					Building Resource Provider	When you play this card, you immediately get 1 wood and 2 clay. Each time after you use a "Grain Seeds" or "Vegetable Seeds" action space, you get 1 clay.
Revised	Mayfair	WizKids Red Expansion	C	137	Occupation	3+	Charcoal Burner					Goods Provider	Each time any player (including you) plays or builds a baking improvement, you get 1 wood and 1 food.
Revised	Mayfair	WizKids Red Expansion	C	165	Occupation	4+	Game Catcher					Livestock Provider	When you play this card, pay 1 food for each remaining harvest to immediately get 1 cattle and 1 wild boar.
Revised	Mayfair	WizKids Red Expansion	D	91	Occupation	1+	Plowman					Farm Planner	Add 4, 7, and 10 to the current round and place a field tile on each corresponding round space. At the start of these rounds, you can plow the field for 1 food.
Revised	Mayfair	WizKids Red Expansion	D	114	Occupation	1+	Seed Trader					Crop Provider	Place 2 grain and 2 vegetables on this card. You can buy them at any time. Each grain costs 2 food; each vegetable costs 3 food.
Revised	Mayfair	WizKids Red Expansion	D	117	Occupation	1+	Wood Expert					Building Resource Provider	When you play this card, you immediately get 2 wood. Each improvement costs you up to 2 wood less, if you pay 1 food instead.
